3-7-2024 08:13:09-log: Cannot access game frame or container.
3-7-2024 08:13:09-debug: asset-db:require-engine-code (1528ms)
3-7-2024 08:13:10-log: Cocos Creator v3.8.0
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:19.87MB, end 87.87MB, increase: 68.00MB
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db-plugin-register: programming start:88.63MB, end 91.12MB, increase: 2.49MB
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:91.16MB, end 94.77MB, increase: 3.61MB
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db-plugin-enable: project start:91.33MB, end 94.78MB, increase: 3.44MB
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:87.88MB, end 94.78MB, increase: 6.90MB
3-7-2024 08:13:10-debug: asset-db:worker-init: initPlugin (351ms)
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db:worker-init start:19.87MB, end 94.84MB, increase: 74.97MB
3-7-2024 08:13:10-debug: Run asset db hook programming:beforePreStart ...
3-7-2024 08:13:10-debug: Run asset db hook programming:beforePreStart success!
3-7-2024 08:13:10-debug: Run asset db hook engine-extends:beforePreStart success!
3-7-2024 08:13:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/skeletal-animation" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/2d" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/sorting" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/ui" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle-2d" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-framework" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-2d-framework" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/primitive" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/intersection-2d" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/profiler" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/geometry-renderer" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/audio" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/video" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/xr" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/light-probe" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/terrain" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/webview" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tween" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tiled-map" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/spine" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/dragon-bones" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/custom-pipeline" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/base" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl2" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-empty" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/3d" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/animation" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/skeletal-animation" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/2d" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/sorting" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/ui" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle-2d" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-framework" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-2d-framework" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/intersection-2d" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/profiler" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/primitive" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/geometry-renderer" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/audio" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/xr" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/light-probe" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/terrain" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/webview" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tween" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/video" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tiled-map" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/spine" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/dragon-bones" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/custom-pipeline" loaded.
3-7-2024 08:45:40-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
3-7-2024 08:45:40-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
3-7-2024 08:45:40-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
3-7-2024 08:45:40-debug: D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\63\6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js resolved to D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\63\6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js is not in module cache!
3-7-2024 08:45:40-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
3-7-2024 08:45:40-debug: D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\1f\1feb0183e1ee4ce1428ca0c6a426a91db556c845.js resolved to D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\1f\1feb0183e1ee4ce1428ca0c6a426a91db556c845.js is not in module cache!
3-7-2024 08:45:40-debug: [[Executor]] Register DebugViewRuntimeControl
3-7-2024 08:45:40-debug: [[Executor]] Module "pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js" loaded.
3-7-2024 08:45:40-debug: D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\d0\d041a64e19ef3a74292fa0e04ceb78312b81993c.js resolved to D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\d0\d041a64e19ef3a74292fa0e04ceb78312b81993c.js is not in module cache!
3-7-2024 08:45:40-debug: [[Executor]] Register Background
3-7-2024 08:45:40-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
3-7-2024 08:45:40-debug: Query asset bundle start0%
3-7-2024 08:45:40-debug: [[Executor]] Module "pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js" loaded.
3-7-2024 08:45:40-debug: // ---- build task Query asset bundle ----
3-7-2024 08:45:40-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-7-2024 08:45:40-debug: // ---- build task Query asset bundle ---- (24ms)
3-7-2024 08:45:40-debug: run build task Query asset bundle success in 24 ms √5%
3-7-2024 08:45:40-debug: [Build Memory track]: Query asset bundle start:234.81MB, end 235.75MB, increase: 969.59KB
3-7-2024 08:45:40-debug: Query asset bundle start5%
3-7-2024 08:45:40-debug: // ---- build task Query asset bundle ----
3-7-2024 08:45:40-debug: // ---- build task Query asset bundle ---- (1ms)
3-7-2024 08:45:40-debug: run build task Query asset bundle success in 1 ms √10%
3-7-2024 08:45:40-debug: [Build Memory track]: Query asset bundle start:235.77MB, end 235.78MB, increase: 11.68KB
3-7-2024 08:45:40-debug: Sort some build options to settings.json start10%
3-7-2024 08:45:40-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 08:45:40-debug: // ---- build task Sort some build options to settings.json ---- (14ms)
3-7-2024 08:45:40-debug: run build task Sort some build options to settings.json success in 14 ms √12%
3-7-2024 08:45:40-debug: [Build Memory track]: Sort some build options to settings.json start:235.79MB, end 235.81MB, increase: 14.75KB
3-7-2024 08:45:40-debug: Fill script data to settings start12%
3-7-2024 08:45:40-debug: // ---- build task Fill script data to settings ----
3-7-2024 08:45:40-debug: // ---- build task Fill script data to settings ---- (3ms)
3-7-2024 08:45:40-debug: run build task Fill script data to settings success in 3 ms √13%
3-7-2024 08:45:40-debug: [Build Memory track]: Fill script data to settings start:235.82MB, end 235.83MB, increase: 15.32KB
3-7-2024 08:45:40-debug: Sort some build options to settings.json start13%
3-7-2024 08:45:40-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 08:45:40-debug: // ---- build task Sort some build options to settings.json ---- (9ms)
3-7-2024 08:45:40-debug: run build task Sort some build options to settings.json success in 9 ms √15%
3-7-2024 08:45:40-debug: [Build Memory track]: Sort some build options to settings.json start:235.89MB, end 235.95MB, increase: 68.82KB
3-7-2024 08:46:04-debug: refresh db internal success
3-7-2024 08:46:04-debug: refresh db assets success
3-7-2024 08:46:04-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 08:46:04-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 08:46:04-debug: asset-db:refresh-all-database (76ms)
3-7-2024 08:46:04-debug: asset-db-hook-engine-extends-afterRefresh (2ms)
3-7-2024 08:46:04-debug: asset-db:worker-effect-data-processing (2ms)
3-7-2024 08:46:28-debug: start refresh asset from D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scene...
3-7-2024 08:46:28-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scenebackground: #aaff85; color: #000;color: #000;
3-7-2024 08:46:28-debug: refresh asset D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene success
3-7-2024 08:46:28-debug: Query all assets info in project
3-7-2024 08:46:28-debug: init custom config: keepNodeUuid: false, useCache: true
3-7-2024 08:46:28-debug:   Number of all scripts: 2
3-7-2024 08:46:28-debug:   Number of other assets: 443
3-7-2024 08:46:28-debug:   Number of all scenes: 1
3-7-2024 08:46:28-debug: reload all scripts.
3-7-2024 08:46:28-debug: Incremental keys: 
3-7-2024 08:46:28-debug: Set detail map pack:///resolution-detail-map.json: {}
3-7-2024 08:46:28-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
3-7-2024 08:46:28-debug: Invalidating 'pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js'
3-7-2024 08:46:28-debug: Unregister Background
3-7-2024 08:46:28-debug: Unregister DebugViewRuntimeControl
3-7-2024 08:46:28-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
3-7-2024 08:46:28-debug: Invalidating 'pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js'
3-7-2024 08:46:28-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
3-7-2024 08:46:28-debug: [[Executor]] Register DebugViewRuntimeControl
3-7-2024 08:46:28-debug: Invalidating 'pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js'
3-7-2024 08:46:28-debug: [[Executor]] Module "pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js" loaded.
3-7-2024 08:46:28-debug: [[Executor]] Register Background
3-7-2024 08:46:28-debug: [[Executor]] Module "pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js" loaded.
3-7-2024 08:46:28-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
3-7-2024 08:46:28-debug: // ---- build task Query asset bundle ----
3-7-2024 08:46:28-debug: Query asset bundle start0%
3-7-2024 08:46:28-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-7-2024 08:46:28-debug: // ---- build task Query asset bundle ---- (15ms)
3-7-2024 08:46:28-debug: run build task Query asset bundle success in 15 ms √5%
3-7-2024 08:46:28-debug: // ---- build task Query asset bundle ----
3-7-2024 08:46:28-debug: Query asset bundle start5%
3-7-2024 08:46:28-debug: [Build Memory track]: Query asset bundle start:237.33MB, end 238.10MB, increase: 792.95KB
3-7-2024 08:46:28-debug: run build task Query asset bundle success in 0 ms √10%
3-7-2024 08:46:28-debug: [Build Memory track]: Query asset bundle start:238.11MB, end 238.12MB, increase: 10.02KB
3-7-2024 08:46:28-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 08:46:28-debug: Sort some build options to settings.json start10%
3-7-2024 08:46:28-debug: run build task Sort some build options to settings.json success in 0 ms √12%
3-7-2024 08:46:28-debug: [Build Memory track]: Sort some build options to settings.json start:238.14MB, end 238.15MB, increase: 12.16KB
3-7-2024 08:46:28-debug: Fill script data to settings start12%
3-7-2024 08:46:28-debug: // ---- build task Fill script data to settings ----
3-7-2024 08:46:28-debug: // ---- build task Fill script data to settings ---- (1ms)
3-7-2024 08:46:28-debug: run build task Fill script data to settings success in 1 ms √13%
3-7-2024 08:46:28-debug: [Build Memory track]: Fill script data to settings start:238.16MB, end 238.17MB, increase: 15.06KB
3-7-2024 08:46:28-debug: Sort some build options to settings.json start13%
3-7-2024 08:46:28-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 08:46:28-debug: // ---- build task Sort some build options to settings.json ---- (4ms)
3-7-2024 08:46:28-debug: run build task Sort some build options to settings.json success in 4 ms √15%
3-7-2024 08:46:28-debug: [Build Memory track]: Sort some build options to settings.json start:238.19MB, end 237.56MB, increase: -646.68KB
3-7-2024 08:46:32-debug: start refresh asset from D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scene...
3-7-2024 08:46:32-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scenebackground: #aaff85; color: #000;color: #000;
3-7-2024 08:46:32-debug: refresh asset D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene success
3-7-2024 08:46:33-debug: Query all assets info in project
3-7-2024 08:46:33-debug: init custom config: keepNodeUuid: false, useCache: true
3-7-2024 08:46:33-debug:   Number of all scenes: 1
3-7-2024 08:46:33-debug:   Number of all scripts: 2
3-7-2024 08:46:33-debug:   Number of other assets: 443
3-7-2024 08:46:33-debug: reload all scripts.
3-7-2024 08:46:33-debug: Incremental keys: 
3-7-2024 08:46:33-debug: Set detail map pack:///resolution-detail-map.json: {}
3-7-2024 08:46:33-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
3-7-2024 08:46:33-debug: Invalidating 'pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js'
3-7-2024 08:46:33-debug: Unregister DebugViewRuntimeControl
3-7-2024 08:46:33-debug: Invalidating 'pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js'
3-7-2024 08:46:33-debug: Invalidating 'pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js'
3-7-2024 08:46:33-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
3-7-2024 08:46:33-debug: Unregister Background
3-7-2024 08:46:33-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
3-7-2024 08:46:33-debug: [[Executor]] Module "pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js" loaded.
3-7-2024 08:46:33-debug: [[Executor]] Register DebugViewRuntimeControl
3-7-2024 08:46:33-debug: [[Executor]] Module "pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js" loaded.
3-7-2024 08:46:33-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
3-7-2024 08:46:33-debug: // ---- build task Query asset bundle ----
3-7-2024 08:46:33-debug: Query asset bundle start0%
3-7-2024 08:46:33-debug: [[Executor]] Register Background
3-7-2024 08:46:33-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-7-2024 08:46:33-debug: // ---- build task Query asset bundle ---- (17ms)
3-7-2024 08:46:33-debug: run build task Query asset bundle success in 17 ms √5%
3-7-2024 08:46:33-debug: // ---- build task Query asset bundle ----
3-7-2024 08:46:33-debug: [Build Memory track]: Query asset bundle start:239.79MB, end 238.56MB, increase: -1265.28KB
3-7-2024 08:46:33-debug: Query asset bundle start5%
3-7-2024 08:46:33-debug: // ---- build task Query asset bundle ---- (1ms)
3-7-2024 08:46:33-debug: run build task Query asset bundle success in 1 ms √10%
3-7-2024 08:46:33-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 08:46:33-debug: [Build Memory track]: Query asset bundle start:238.57MB, end 238.58MB, increase: 14.39KB
3-7-2024 08:46:33-debug: Sort some build options to settings.json start10%
3-7-2024 08:46:33-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
3-7-2024 08:46:33-debug: run build task Sort some build options to settings.json success in 1 ms √12%
3-7-2024 08:46:33-debug: [Build Memory track]: Sort some build options to settings.json start:238.60MB, end 238.61MB, increase: 16.40KB
3-7-2024 08:46:33-debug: // ---- build task Fill script data to settings ----
3-7-2024 08:46:33-debug: Fill script data to settings start12%
3-7-2024 08:46:33-debug: // ---- build task Fill script data to settings ---- (1ms)
3-7-2024 08:46:33-debug: run build task Fill script data to settings success in 1 ms √13%
3-7-2024 08:46:33-debug: [Build Memory track]: Fill script data to settings start:238.63MB, end 238.65MB, increase: 20.16KB
3-7-2024 08:46:33-debug: Sort some build options to settings.json start13%
3-7-2024 08:46:33-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 08:46:33-debug: run build task Sort some build options to settings.json success in 4 ms √15%
3-7-2024 08:46:33-debug: [Build Memory track]: Sort some build options to settings.json start:238.66MB, end 238.72MB, increase: 63.07KB
3-7-2024 08:46:33-debug: // ---- build task Sort some build options to settings.json ---- (4ms)
3-7-2024 08:47:08-debug: refresh db internal success
3-7-2024 08:47:08-debug: refresh db assets success
3-7-2024 08:47:08-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 08:47:08-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 08:47:08-debug: asset-db:refresh-all-database (84ms)
3-7-2024 08:47:08-debug: asset-db-hook-engine-extends-afterRefresh (2ms)
3-7-2024 08:47:08-debug: asset-db:worker-effect-data-processing (2ms)
3-7-2024 08:47:09-debug: start refresh asset from D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scene...
3-7-2024 08:47:09-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scenebackground: #aaff85; color: #000;color: #000;
3-7-2024 08:47:09-debug: refresh asset D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene success
3-7-2024 08:48:14-debug: refresh db internal success
3-7-2024 08:48:14-debug: refresh db assets success
3-7-2024 08:48:14-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 08:48:14-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 08:48:14-debug: asset-db:refresh-all-database (80ms)
3-7-2024 08:48:14-debug: asset-db:worker-effect-data-processing (1ms)
3-7-2024 08:48:14-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
3-7-2024 08:48:21-debug: refresh db internal success
3-7-2024 08:48:21-debug: refresh db assets success
3-7-2024 08:48:21-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 08:48:21-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 08:48:21-debug: asset-db:refresh-all-database (67ms)
3-7-2024 08:48:21-debug: asset-db:worker-effect-data-processing (1ms)
3-7-2024 08:48:21-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
3-7-2024 08:48:39-debug: refresh db internal success
3-7-2024 08:48:39-debug: refresh db assets success
3-7-2024 08:48:39-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 08:48:39-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 08:48:39-debug: asset-db:refresh-all-database (78ms)
3-7-2024 08:48:39-debug: asset-db:worker-effect-data-processing (2ms)
3-7-2024 08:48:39-debug: asset-db-hook-engine-extends-afterRefresh (3ms)
3-7-2024 08:49:00-debug: start refresh asset from D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scene...
3-7-2024 08:49:00-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scenebackground: #aaff85; color: #000;color: #000;
3-7-2024 08:49:00-debug: refresh asset D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene success
3-7-2024 08:49:48-debug: refresh db internal success
3-7-2024 08:49:48-debug: refresh db assets success
3-7-2024 08:49:48-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 08:49:48-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 08:49:48-debug: asset-db:refresh-all-database (64ms)
3-7-2024 08:50:12-debug: refresh db internal success
3-7-2024 08:50:12-debug: refresh db assets success
3-7-2024 08:50:12-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 08:50:12-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 08:50:12-debug: asset-db:refresh-all-database (58ms)
3-7-2024 08:50:12-debug: asset-db:worker-effect-data-processing (1ms)
3-7-2024 08:50:12-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
3-7-2024 08:50:22-debug: refresh db internal success
3-7-2024 08:50:22-debug: refresh db assets success
3-7-2024 08:50:22-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 08:50:22-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 08:50:22-debug: asset-db:refresh-all-database (66ms)
3-7-2024 08:50:43-debug: start refresh asset from D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scene...
3-7-2024 08:50:43-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scenebackground: #aaff85; color: #000;color: #000;
3-7-2024 08:50:43-debug: refresh asset D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene success
3-7-2024 08:50:45-debug: start refresh asset from D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scene...
3-7-2024 08:50:45-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scenebackground: #aaff85; color: #000;color: #000;
3-7-2024 08:50:45-debug: refresh asset D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene success
3-7-2024 08:51:16-debug: start refresh asset from D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scene...
3-7-2024 08:51:16-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scenebackground: #aaff85; color: #000;color: #000;
